sample,order,type,batch,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
1057,1151,S,13,918938,104250.62,4618.926,15435.509,4389.844,3518.017,3562.128388,28910906.85,180274.31,20464.023,25833.803,48990.253,6919759.64,6360.8038,6914.65,11327235.55,6754247.866,35131.79,28358049.78,99047.9025,1431.794,1458.2517,120.995488,3243.1665,33205.27,30053.954,516984.4,303057.642,74152.4205,12989514.8,862.49386,307322.81,2914693.99,230199.906,6272.3102,90263.281,12015631.5,90104.34,7063196.3,77165.99,8847.581,8348.937,2677777.44,43798.137,17549.306,90818.019,2978.072,1100.013541,790.9621,3080478.04,394735.47,545664.663,83494.98
1058,1152,S,13,1006742.8,69381.16,3393.864,13770.927,18073.765,2450.488,9993.633,24978108.29,281774.84,59771.489,24008.311,54248.107,6946454.26,9929.1306,13095.988,4816833.629,4167686.696,34752.76,21305470.92,82742.935,1381.9562,1163.1245,273.588,2583.805796,24412.71,9090.848,337541.8,243353.275,73215.1635,14302758.43,1576.02576,288294.792,2953256.19,147458.552,11282.49,279899.159,11699029.4,85557.02,8151269.4,124293.12,8700.349,5912.84,3146188.23,113601.342,21775.039,136088.693,3199.984,4655.783177,1750.3139,3709236.91,592434.802,340215.352,81568.63
1039*,1153,SR,13,902332.6,92555.18,4096.81,18516.553,11133.437,2834.161,4174.671,17767449.06,307064.6,43910.463,17316.817,49757.787,13594024.62,8204.7,8493.751,3107810.76,4722482.48,37777.81,24211015.35,20067.961,1146.8092,990.225,65.63902,673.4812542,29085.8,9779.31,334235.8,299514.959,94654.3558,12655869.73,472.03134,562304.852,4573161.86,108673.358,16370.3452,190805.0845,17058529.5,170275.94,11811529.6,100117.12,6227.276,7757.441,3823697.27,148960.942,14501.691,99559.973,2928.638,21342.895,994.7466,4156093.41,714806.456,603175.096,93122.85
Pool,1154,QC,13,817888.7,96437.83,3835.074,31502.348,14513.759,4302.56,6925.9025,28312167.03,208304.02,68727.414,25177.353,56381.905,16570612.87,3174.6735,8740.03,12512899.6,6119010.009,83625.3,25031176.52,47785.391,2401.8276,1274.0226,402.78721,2302.174869,49766.1,16036.055,439103,333049.155,84439.6045,11995920.44,1326.83165,420052.67,4248002.86,264763.93,8246.579,213914.1925,13944394.1,97775.54,8642680.7,276495.66,35704.064,12324.572,5588719.11,107710.876,54235.959,113875.993,3602.642,3348.547625,1394.6976,4061441.8,376728.302,502887.286,98246.01
1059,1155,S,13,928227.5,94163.78,4972.941,17106.822,13709.622,3004.762,8342.645,17308797.16,301157.56,11930.507,20689.746,57944.217,14492043.67,7486.1973,8641.523,9463116.82,4243871.891,41841.95,16693346.64,36300.847,1714.5325,1771.8193,352.996767,2767.530343,37234.91,11866.304,249837.9,476823.753,89349.347,11843634.62,1803.90007,265368.148,3075483.52,101959.738,12706.4863,131646.1695,10763588.6,105527.26,11401284,89016.52,11443.131,12625.347,5362429.37,183522.953,26558.793,84785.717,3262.731,76542.14805,868.5793,3596881.23,451049.668,419442.036,70884.64
1060,1156,S,13,1352086.2,99956.12,4406.83,21461.67,23485.279,3702.827,2282.263817,8804185.64,693693.8,1626.307,25848.625,92853.647,16356198.68,6391.4714,6756.252,5115210.094,2550793.447,43580.63,18061715.64,33100.9265,1246.943,1740.3514,142.247331,1305.8035,18752.37,17268.879,395380.3,298310.193,111028.3711,13371848.38,1002.89698,356138.05,2715174.87,90467.108,73428.7224,227409.1145,11761920.6,694560.79,14433958.9,140189.07,11636.123,9290.273,4392257.7,32534.633,36870.744,95031.636,3333.833,1100.138328,1168.476,3969481.29,400490.18,464603.617,77369.62
1061,1157,S,13,809559.8,69844.93,3385.418,14332.402,6900.914,4724.438,3696.534,43551117.3,264024.19,88091.4,27092.36,54030.101,5202611.8,2584.2856,6341.209,7616474.353,3935304.531,32721.78,21628343.46,15929.562,1204.2783,992.6931,851.548983,2477.102875,21784.63,7136.881,595758,230495.975,104312.702,13885017.4,1069.36573,438862.217,3860460.32,119442.024,4210.2421,304861.784,10963672.4,108474.29,7369348,186769.43,7265.76,19638.52,5548024.72,54049.51,21053.061,95842.071,3716.815,57678.9825,1285.0658,3236730.88,575494.376,531367.54,71003.09
1062,1158,S,13,914844.9,84669.58,4967.53,17772.036,11310.246,3789.439,4474.698,15171793.35,368287.97,4838.666,20863.696,62263.679,8004469.08,4127.3681,8495.601,23854716.06,3853523.88,35778.33,25047817.68,29077.8125,1114.5756,1128.0509,79.925155,2689.851922,22691.08,16927.318,331243.1,355246.567,79243.163,11515713.42,723.78242,257644.646,2253043.28,103244.076,69036.1923,104699.207,11306840.4,109034.95,11708540.7,177169.17,6933.553,12363.298,4126305.86,40203.047,33450.175,75600.604,4083.935,964.3357124,1587.2193,3509181.89,459868.806,652828.664,122944.26
1063,1159,S,13,1190566.2,101547.91,4002.034,20443.844,9696.243,5427.796,2794.686,19800957.1,152348.88,1391.192,16235.099,51431.147,16937788.65,3986.2317,3687.342,3905494.362,4666935.351,31293.91,29325050.9,37951.3295,739.4002,1122.859,1621.969084,2375.316038,14825.7,34918.012,532308.3,284374.522,72541.1365,11506305.43,814.40433,322940.514,3977638.96,218723.468,2755.0976,135266.3865,11291487.4,104312.12,10793618.5,321123.73,7875.113,15617.149,6433593.2,105356.898,54192.235,78411.601,3210.24,7806.236795,927.4201,3657959.41,377648.132,449846.103,74771.45
1064,1160,S,13,735689.7,69678.6,3509.912,11818.329,3591.943,3201.695,2363.5025,35587195.18,148678.16,3102.276,39946.215,48169.779,20092869.87,8135.284,4929.569,4277165.276,2889732.868,31224.96,22649141.54,19524.856,1181.1044,983.7351,375.233559,1786.041,16438.99,10818.558,464405,400961.695,96391.884,11444528.25,92.20357,238534.13,2766686.93,123535.932,22664.8574,110797.182,13302887.9,112753.92,2962639.7,268038.28,3503.3,10677.004,2452900.32,83605.457,17792.228,104151.322,2695.603,4290.16493,1045.6908,3436578.05,460805.436,569004.134,101372.54
1065,1161,S,13,636968,95107.07,5044.85,24188.331,8221.883,3563.488,2755.4925,13342247.35,184922.58,563.535,22776.559,68371.893,22483741.34,5846.4547,5801.769,769568.885,1629532.162,28797.35,12587693.59,18154.146,1253.1072,1313.5233,164.502089,1235.665372,24587.61,16986.887,349276,267576.991,200666.936,12139811.96,1373.75149,186176.146,1982226.86,142959.748,10595.357,183931.905,6933053.6,104656.32,4485934.5,209620.67,5933.27,6932.047,4248195.98,36526.432,15484.351,84412.353,3026.59,1252.800795,878.4032,2114273.04,451774.494,333914.954,119012.74
1066,1162,S,13,708101.4,68467,3440.346,13750.422,18579.14,4192.423,2215.8075,33850379.56,105797.55,29055.78,19112.687,51257.546,13125152.28,3891.2461,6022.685,4288144.088,6381447.654,28649.7,20468430.57,23179.3565,845.1316,1359.7238,212.415529,1835.850793,13564.97,4216.522,245588.6,224908.271,85247.909,10752386.91,385.29254,349917.941,8410273.48,183753.364,107685.5041,85248.444,9786460.7,86740.87,6637697.6,92550.84,23480.607,12265.46,5702010.91,56273.611,8700.737,98384.827,3119.587,1355.71409,1579.74,3866006.96,456777.428,825882.136,82889.06
1052*,1163,SR,13,616850.5,125746.96,4767.48,19532.81,28183.526,4330.234,2382.9705,13848550.59,239585.94,23500.218,22910.298,76864.029,17884490.01,4550.4948,5109.414,3063959.067,2835269.786,30553.35,14271114.62,34645.1645,977.344,1014.0744,1243.685458,1195.031918,53360.54,13843.31,281124.2,244751.493,61787.269,10912644.54,390.81037,233056.377,4455458.23,147318.854,4575.7188,167023.1525,12248629.6,62539.49,7396404.4,110275.6,9285.717,2116.769,3403607.63,22967.805,27454.195,84818.765,3679.832,10945.61589,1199.1686,4377333.58,333162.258,866839.46,130643.07
1067,1164,S,13,985488.3,62898.51,3657.874,16701.239,12296.913,3544.363,1809.39,48483558.06,199571.65,1041.792,15941.868,45480.564,12194797.29,3369.562,6488.376,2426263.889,4636211.795,31830.88,26155843.06,15869.5515,1338.4187,1640.807,130.708678,2306.768892,17067.83,42453.062,290688.6,491981.53,82760.1985,7307401.89,757.01712,386298.375,2263113.39,249274.84,4960.1645,106172.9425,9986672.1,71028.78,4268586.9,4886338.77,11078.107,2861.123,4123131.16,40227.67,19991.46,47618.043,3370.635,2863.517059,1285.3752,3761607.21,423492.58,583489.738,79219.43
Pool,1165,QC,13,761078,92735.85,5554.678,28170.813,19305.612,3183.162,3612.211,27330258.26,200011.46,10109.517,27115.972,61394.782,16645513.04,15972.6674,7663.519,8409368.601,3006516.934,87312.46,25642276.42,34219.07,2458.7633,1482.3434,248.751602,2768.7225,25122.19,18400.744,330408.9,294368.109,135288.299,11326751.06,473.43169,336963.795,3541586.27,210157.652,35154.2905,168126.8455,12697832.5,78235.08,8756078.8,270396.93,37187.348,9216.007,5216648.35,35609.368,30084.941,90770.607,3308.827,224138.262,783.6769,3535931.11,415596.702,450741.549,64614.57
1068,1166,S,13,751661,70960.17,3933.314,15285.621,14939.799,2811.068,6289.642,37703623.69,264607.37,21212.256,41561.431,83941.448,8314315.52,7337.966,6954.813,4164083.737,4285694.953,39685.52,23533137.17,19228.936,1310.1494,1245.7736,492.969441,1871.075898,37329.14,19996.795,248269.2,204226.832,73728.7965,9648269.63,792.54139,366061.927,2219105.91,126391.49,1357.7105,112458.6625,9706840.5,93626.73,3678175.9,264478.1,21414.56,15580.563,3965551.67,58104.89,28676.896,62054.67,4333.853,27707.17902,960.4623,2036426.42,262161.272,337970.25,104158.13
1069,1167,S,13,876038.2,98326.96,4491.544,19196.722,17330.288,5549.1,473.745,20792072.82,534938.89,5191.831,21899.426,52889.768,10769430.69,3155.491,6158.348,13444768.64,4798636.371,37599.86,21886787.83,23600.9215,1496.23,1207.0902,185.053631,1462.983,42489.46,31761.027,632763.8,349393.074,80093.3632,13890985.47,760.61903,542966.995,2918520.54,144621.644,4748.5849,116597.028,13426095.4,82309.69,8719441.2,77578.24,4965.122,11065.591,8913717.07,88536.103,18135.063,71359.125,2766.477,1280.673146,1479.8001,4214923.81,466459.704,772672.881,71525.05
1070,1168,S,13,828777,65222.86,3768.597,15899.299,7795.869,5185.549,5614.9945,23180164.44,258465.61,14759.322,20243.386,50559.482,15015083.18,27968.235,6778.582,7855296.722,4336031.402,39523.87,12797272.08,30215.036,1095.5082,886.9087,626.838,2448.614665,22512.78,30828.512,222364.1,304335.462,78828.2483,11385225.72,637.19501,437184.26,2742089.2,158494.356,49626.1943,109588.538,12765986.7,69243.05,6053106,165707.15,5119.35,8152.351,5995956.36,101711.651,16907.081,139413.629,3353.078,809.0515,958.7231,3835226.14,450154.124,412478.794,98064.15
1071,1169,S,13,700732.1,60701.54,4929.912,19528.631,6498.926,3164.602,867.324,44803044.9,438934.58,2700.878,27645.674,55483.211,11452397.79,8588.1972,5043.041,5157596.605,2464851.117,43849.78,22798284.78,43976.849,1036.0276,1594.0326,108.421037,1955.947796,22717.28,62097.53,415988.8,215922.467,65972.098,8132853.68,79.62595,155830.151,1983967.77,184281.52,4522.1369,85656.562,8300420.4,82170.08,3480514.4,455643.83,13351.203,5016.451,5076743.84,94304.033,450934.586,38784.122,4115.767,85054.72234,1450.1197,1957557.67,388645.366,426401.533,82649.74
1072,1170,S,13,856043.9,117928.45,4239.123,13822.795,6154.223,2202.142,5617.31,11069006.51,144456.73,1614.89,17316.913,70028.925,22202186.26,4480.593,6905.476,2495273.257,7354293.583,28962.7,18691440.56,13508.536,1054.8079,1855.7045,314.936,1779.1855,19288.17,7817.489,411930.1,252243.902,82256.036,12446096.79,521.02872,418382.35,2950898.44,99808.28,19979.7069,140879.898,10957247.8,99643.45,6559314.4,126776.45,4767.674,12084.232,3384933.89,98536.644,16251.952,115697.204,2732.839,1820.448277,1147.2451,3146984.26,478613.84,548862.199,75531.09
1073,1171,S,13,766221.8,80718.26,2652.992,17813.407,12031.774,3919.384,2988.645,6599982.25,143459.68,37681.83,18765.435,52407.645,18697431.22,8706.1065,5438.84,1096679.985,1640930.985,30373.36,7587391.731,13996.215,1241.7629,1172.2849,129.03296,1464.553278,12834.84,18920.949,394181.9,327212.377,80713.651,13676957.4,34.12389,111366.199,1994381.78,148487.552,3960.743,240916.2645,14451756.8,117705.85,8083826.2,121860.09,4433.139,18000.272,2509319.49,180236.872,27688.978,69005.717,3574.933,360867.7666,859.2335,4150760.22,223668.816,502753.63,100545.61
1058*,1172,SR,13,1318187.4,70552.81,5078.715,13423.229,19210.133,4646.347,14871.762,40559822.29,233197.43,15566.76,29960.72,56692.579,6759184.58,16858.0483,15988.694,8828145.34,2118161.783,43958.89,22200892.9,131885.372,1429.0549,2239.9748,458.011276,1829.255764,106554.04,10647.995,1126498.4,452000.321,126967.249,12043023.89,2297.96654,266136.248,4784864.82,94058.346,69282.8445,503761.7425,17536824,217421.57,25454526.1,125716.16,20622.643,9269.951,3993371.89,157214.283,16311.448,186968.871,4551.532,6394.561517,2497.2297,6316350.39,838713.89,646148.7,247877.53
1074,1173,S,13,1466915.8,98635.43,4305.014,14006.417,53317.96,3264.183,3067.6235,36707797.89,201426.03,7211.836,20378.564,39052.141,9898081.48,19582.9797,13243.608,26697349.99,5777667.033,29095.78,33996828.18,147661.3815,1098.429,2538.3427,1369.944,3297.194388,82675.95,59888.019,1160512,834763.817,166799.3185,9663268.24,913.38273,1401296.969,5891918.19,116531.084,13889.0928,252796.108,20631028.9,334195.41,38165221.4,222714.21,22205.021,18992.794,4281246.65,72626.389,11962.326,289836.917,4071.381,17386.99221,1553.909,5325985.72,1038149.724,1119061.186,183220.52
1075,1174,S,13,804014.9,116259.91,4502.81,15609.33,4775.92,3036.667,9356.6055,44079826.18,205940.92,26059.751,30467.742,53767.223,9747834.24,5841.8914,10302.609,5129401.268,6007527.148,35309.38,29219175.64,82684.918,1029.5702,1980.728,135.926716,2060.978988,32927.27,31464.45,889905.1,1002405.933,107107.5665,12693891.32,1231.63662,263505.675,7737861.8,116842.302,13896.639,371544.251,14412943.3,306551.28,36147828.5,98429.3,23712.806,6961.598,3182168.27,79628.239,16674.387,143399.422,3833.952,1588.821865,2040.8502,5251432.52,925022.786,1087860.316,145079.75
1076,1175,S,13,1139465,42999.79,2069.89,14815.11,8684.113,6211.624,2503.85,22592879.69,270827.59,24215.134,21881.396,40802.717,14660345.09,16415.0058,10413.82,7579870.7,2983343.463,46379.44,12841357.92,125212.197,1190.466,2082.0812,330.421454,3260.17257,88616.34,39340.276,863571.4,391372.706,150273.5225,6588979.23,2009.01668,184385.239,4232916.79,181343.714,14261.5341,154294.2175,13876833.2,203928.53,24458522.9,182489.26,44037.507,13962.716,5175630.37,165668.717,12847.067,100468.675,4978.497,107891.8407,2459.9494,3337001.15,575225.174,743312.29,113325.45
Pool,1176,QC,13,974264.3,103123.2,5353.894,27661.615,33957.016,3104.49,5422.581,43875673.94,252832.84,19885.269,30867.845,57990.995,12912908.3,21010.9728,16125.471,11123523.35,4690453.229,80402.65,25341500.7,93106.438,2597.6995,1697.3913,592.458,2260.972571,71777.9,35149.124,815724.3,718480.041,149975.296,10742769.85,1828.1036,289182.888,7205119.9,203578.412,10944.3525,300985.125,17039033.6,253067.09,30991375.9,278518.03,143107.583,11444.927,4767556.26,178613.541,28424.521,155199.383,4861.962,12551.31429,1754.7753,6307675.53,518982.504,1159678.127,140354.3
Pool,1177,QC,14,1085711.5,137035.717,7738.732,31711.272,50103.162,2407.248,4655.486,45321056.93,384991.57,14437.978,54081.08,81618.6,12851588.6,6797.9425,14245.15,4301603.668,6640211.961,109638.73,20992060,83350.063,2156.905,2051.3,494.36699,2361.188117,221333.16,31642.716,1024584.7,527279.22,122886.897,10558902.15,1029.76433,365894.466,6175440.25,266016.298,10374.027,695506.6568,16814905.6,267940.3,27604936.3,309836.5,72423.131,24411.55,6259725.88,78854.582,44155.512,330535.967,5509.696,8172.774769,2115.9907,4569789.75,682609.618,904519.966,138399.19
Pool,1178,QC,14,208837.1,14802.207,3122.85,9857.955,1927.197,4603.666,74.65063333,39708.77,198266.23,15566.815,27625.99,24928.65,149602.2,157.5955,1585.515,5117.636,3393.43,19764.25,10345.65,1453.556,1585.36,2420.146,20.9267,157.68,64811.01,1437.264,1280478.1,17455.43,1877.257,49574.99,956.6454963,14444.27,66186.67,10028.146,1067.89,1457.7139,274280.6,528883.8,298122.5,18774.76,42368.158,4335.997,101846.01,1279.27,3343.697,3878.541,2875.747,3679.905896,5231.6237,35173.14,2000.523,5606.731,299808.32
Pool,1179,QC,14,1242560.1,119287.235,5404.288,31683.73,45911.045,4112.626,6138.044,25812719.84,412969.75,91945.414,58874.89,80752.71,14299317.1,30922.2567,13203.442,16034662.1,4622816.231,105179.87,21146320,90863.052,2532.332,1746.634,476.38982,1241.656794,140632.44,20122.987,1051779.7,508269.16,154483.593,10894382.29,1359.864117,305513.981,6367290.38,270569.226,68088.545,458197.612,15579457.9,211296.9,28164396.1,355360.45,70086.889,38111.753,5368568.72,79038.298,48203.595,210333.652,5201.048,109093.545,2828.4474,5321603.09,781643.568,987991.49,109599.71
1054***,1180,BR,14,975722.3,132045.498,8757.016,18815.377,20697.047,4960.765,5904.0775,12745030.42,210991.69,44415.018,44361.17,84839.37,17833045.9,16176.294,6678.875,1917952.177,2682164.39,34626.17,18531630,65933.362,140864.228,2736.21,98.31133,2106.731881,76625.25,15166.285,1428114.6,345658.74,132807.239,10725830.51,1323.421363,209050.519,5218243.17,196800.274,12779.318,287255.3405,13726410.3,227864.8,18893599.7,138095.61,19960.606,16298.445,5212681.08,161427.231,32844.195,208930.08,5482.001,4512.748174,2556.9205,3817373.77,758009.516,610731.761,97495.14
1073***,1181,BR,14,647658.1,103817.202,5151.478,22521.231,28591.978,4282.708,1676.025,11361898.26,244592.7,5039.775,26681.03,61311.73,18025144.6,11114.7184,9262.959,4364919.194,1618598.195,35462.89,7707938,21880.113,1304.745,1705.161,578.47,1900.38149,96767.43,14614.554,799068.3,395164.96,122710.458,12513415.59,2396.117764,136249.69,4112561.03,163151.654,23932.715,657371.9195,14034482.9,305629.7,32459121,124042.12,15964.618,25121.989,3765594.24,155193.448,27958.274,158174.766,5141.896,2870.811505,1851.9466,6713996.9,552254.148,763178.124,175846.79
1046***,1182,BR,14,903737.2,116235.534,8822.719,19717.862,57928.556,4683.807,1751.22,19922381.16,244720.62,137136.477,34460.66,81046.19,16830898.1,5865.9952,10279.538,3242763.734,2493999.938,26935.06,18139730,112983.348,1210.878,2483.236,521.26995,2157.669357,75234.42,41757.364,983774.3,293608.54,85739.311,11405463.56,1610.48296,253219.653,3724172.36,127737.694,15836.153,648813.3635,13148081.2,274218.1,7265062.9,136346.28,31617.429,25737.958,4133761.25,220076.281,60497.057,131364.93,4802.879,1416.1515,1629.6523,3954229.8,675295.408,571738.668,120131.53
1024***,1183,BR,14,988055.5,50927.599,5230.846,17999.24,66720.866,3726.688,7651.3265,7954167.75,210984.01,46037.378,23805.99,27460.37,21106229.9,20596.1078,10891.212,13447261.84,3256391.719,46191.29,17604680,88487.759,1003.959,1920.352,2120.19614,1124.964288,55510.73,14596.302,1462394.4,361766.13,139148.85,13214615.8,1374.009601,515768.725,5760585.27,144125.89,27489.897,430380.7865,26935912.2,307429.8,31639739.2,227863.6,50817.566,30638.227,3367733.57,136627.421,13374.17,199974.532,4813.729,20778.99932,2019.1376,7498950.39,298879.542,866196.752,205076.46
1057***,1184,BR,14,1255351.8,141781.217,7622.006,17923.392,6292.142,3769.016,5015.1815,26303862.74,224522.67,77954.494,30641.55,62543.71,6785685.1,41159.271,7383.633,19674409.16,6937664.974,39711.96,23334210,151296.263,1540.566,3140.117,615.914,2080.090226,89052.07,32187.781,768374.5,407274.84,107922.696,12711474.23,573.921032,362068.077,3954978.26,260995.5,17602.164,331481.843,16490174.2,245908.1,22176630,72777.99,20793.964,15011.975,4150436.13,31860.126,11326.757,183406.379,4390.186,1159.496322,2078.9158,4665922.97,907406.064,631722.328,116788.37
1077,1185,S,14,1126010.4,103755.72,6729.969,18608.253,21198.024,4453.402,2391.324,39824981.37,239794.82,15364.926,32198.6,68196.37,11655711,9167.792,10823.005,9008431.213,3075218.127,531132.05,20736610,94893.227,1585.642,2652.044,441.718,1426.08157,75120.47,37982.97,1600104,504834.92,108498.041,12083848.6,1140.017669,228951.028,5560775.1,136506.114,28350.881,285944.365,13503546.1,273050.9,26761544.6,87670.14,21405.718,7656.625,4083643.21,65097.728,9484.811,149106.016,5585.591,227952.508,1504.193,5734435.44,620107.734,846500.405,277591.91
